vehicle,fm,Mileage,lh,lc,mc,State
1,0,863,1.1,66.3,697.23,MS
2,10,4644,2.4,233.03,119.66,CA
3,15,16330,4.2,325.08,175.46,WI
4,0,13,1,66.64,0,OR
5,13,22537,4.5,328.66,175.46,AZ
6,21,40931,3.1,205.28,175.46,FL
7,11,34762,0.7,49.17,145.2,LA
8,5,11051,2.9,208.8,270.04,GA
9,8,7003,3.4,212.06,119.66,WA
10,1,11,0.7,44.43,0,
11,17,24879,3.5,260.29,119.66,TX
12,3,5339,3.2,236.93,440.13,LA
13,14,29782,10,695.1,228.12,FL
14,19,56111,2,116,183.31,OH
15,13,21946,3.8,312.36,175.46,MA
16,8,3101,3.1,220.61,119.66,VA
17,15,41965,0.9,66.25,119.66,OH
18,3,15365,2,158.94,175.46,CO
19,12,NA,4.9,319.51,119.66,FL
20,8,NA,1.4,87.42,1.85,NH
21,18,29987,2.6,182.17,128.21,IN
22,11,20694,2.3,194.48,119.66,CA
23,16,20879,0.2,10.57,0,MT
24,20,17503,4.1,308.6,119.66,NY
25,17,24568,4.8,373.44,119.66,TX
26,11,14400,2.1,145.79,119.66,UT
27,18,12220,0.8,66.93,119.66,MA
28,8,14319,1.9,141.1,119.66,VA
29,0,5,0.5,34.01,8.23,MA
30,10,34644,4.7,341.22,119.66,FL
31,17,24719,2.4,147.98,119.66,NY
32,4,13259,2.5,170.77,119.66,VA
33,6,12424,1.7,148.6,145.3,NJ
34,5,7702,2.7,165.97,323.31,MI
35,0,10,3,176.18,118.47,NY
36,9,15017,3.7,286.01,119.66,UT
37,17,19489,0.5,37.53,0,MA
38,7,5461,0.8,55.67,119.66,MN
39,5,11912,9.5,543.49,119.66,WI
40,8,20370,0.7,56.6,128.21,IL
41,4,3879,1.8,122.25,175.46,CA
42,17,20831,1.3,107.21,119.66,CT
43,3,4417,4.9,365.68,119.66,MN
44,6,6781,0.8,47.6,119.66,SC
45,4,6244,3.3,267.3,204.95,CA
46,22,41053,4,286.91,119.66,NC
47,13,7987,4,364.38,119.66,MA
48,15,13394,4.1,325.92,171.04,CA
49,6,7219,4.5,314.4,0,OH
50,1,1723,1.9,128.09,119.66,TX
51,3,2855,0.9,59.07,119.66,PA
52,15,17635,0.7,53.72,119.66,LA
53,19,14796,16.4,1268.21,276.5,NM
54,15,28904,1.4,93.68,119.66,ME
55,14,48247,2.9,196.37,369.16,TX
56,13,90325,0.8,50.85,119.66,MS
57,13,22603,2.6,166.55,118.47,SD
58,13,20740,4.2,295.94,181.93,FL
59,12,24008,4.1,255.84,119.66,NM
60,15,44338,0.8,55.53,175.46,ID
61,2,2424,1.8,129.41,119.66,TX
62,9,65383,15.4,1051.68,1193.46,TX
63,1,1659,1.6,97.29,119.66,TN
64,13,28305,1.3,107.1,175.46,CA
65,1,487,1.4,89.73,0,NE
66,19,42846,1.4,NA,128.21,GA
67,1,1776,1.3,NA,119.66,OH
68,22,28630,0.4,NA,119.66,NA
69,21,49185,3.8,NA,119.66,NA
70,10,22389,5.9,NA,119.66,FL
71,8,80064,3.9,NA,175.46,CA
72,4,14587,3.1,NA,125.68,SC
73,16,36876,7.1,NA,119.66,CA
74,11,33459,0,0,0,FL
75,2,4907,8.7,693.23,340.74,MO
76,9,30838,9,659.88,671.75,FL
77,0,4,1.5,117.41,0,GA
78,14,10481,1.5,110.4,119.66,VA
79,7,7863,1.2,95.48,119.66,MD
80,19,33146,2.6,205.42,119.66,LA
81,9,26962,2.6,207.18,119.66,MO
82,10,33543,3.5,287.7,175.46,MN
83,15,32672,5.2,413.92,311.89,MO
84,0,23,2.2,144.28,185.96,GA
85,8,14978,3.7,247.77,400.89,NY
86,11,7874,1.3,102.57,404.78,WA
87,7,12387,2.6,207.04,206.14,UT
88,13,62676,3.9,241.29,119.66,TX
89,0,14,3,202,118.36,AL
90,18,46505,3.2,229.02,119.66,FL
91,11,13359,2.4,164.4,119.66,CO
92,3,16054,1.3,77.92,358.93,IA
93,21,37693,14.3,871.43,401.1,MS
94,18,32320,2.6,206.4,119.66,SC
95,11,11558,1.4,121.71,119.66,CA
96,10,14951,3.5,224.24,119.66,TX
97,15,19145,7,531.26,180.29,AZ
98,2,6060,3.9,318.96,119.66,WA
99,0,235,1.3,76.55,118.36,OK
100,16,22157,3.1,225.37,128.21,GA
101,2,2841,0.7,46.62,125.29,TX
102,4,7104,1.9,142.64,119.66,TX
103,15,54704,5.9,392.47,119.66,FL
104,8,6682,3.7,245.15,0,IN
105,7,13062,4,245.46,119.66,FL
106,22,33096,2.9,244.35,162.05,FL
107,15,48917,7.2,520.37,175.46,OH
108,15,16559,1.5,103.4,119.66,TN
109,1,2702,4.8,283.98,379.53,MO
110,3,20309,6.8,514.19,175.46,TX
111,5,8476,4.8,312.99,119.66,FL
112,10,35021,1.4,74.57,119.66,SC
113,12,11959,2.7,218.94,12.71,AZ
114,9,18862,3.5,229.73,119.66,PA
115,11,22210,1.1,73.55,0,MI
116,4,17580,2.4,141.6,128.21,GA
117,14,17261,2.3,159.66,320.89,TX
118,8,16987,5.3,392.04,217.75,CT
119,5,30701,5.6,429.92,773.99,MI
120,20,43954,3.2,221.44,175.46,TX
121,10,14632,2,120.67,119.66,TN
122,15,20634,0.7,37.86,165.83,GA
123,9,22807,1.4,82.68,119.66,MN
124,5,13130,3,213.9,174.89,KS
125,9,5066,3.9,256.47,119.66,TX
126,15,17636,1,64.86,184.69,AL
127,9,14319,4.4,280.64,119.66,FL
128,16,28544,1.7,126.62,0,TX
129,14,42053,4.7,373.21,119.66,TX
130,18,32262,0.5,34.7,119.66,SC
131,20,63877,2,149.36,119.66,MA
132,19,20970,1.8,141.11,119.66,TX
133,12,11586,2.4,158.63,119.66,KS
134,5,9377,4.5,308.22,119.66,CO
135,7,17500,3.9,299.34,119.66,AZ
136,0,10,0.8,54.11,0,CA
137,13,23723,2,133.65,175.46,TX
138,18,23882,5.3,453.59,0,CA
139,8,25089,4.8,365.6,175.45,TX
140,12,34795,4.6,391,338.48,CO
141,16,51253,0,0,0,IN
142,1,574,1.9,151.29,119.66,NA
143,14,41967,3.3,232.21,119.66,NA
144,2,2016,1.5,106.44,175.45,NA
145,9,7065,2.4,169.52,119.66,NA
146,8,15047,5.3,453.59,119.66,NA
147,1,515,10.4,813.1,276.89,NA
148,4,6645,1.7,124.54,119.66,OR
149,2,2965,1.3,89.46,119.66,OH
150,6,17642,3.5,297.5,426.67,CO
151,16,58110,5.6,353.55,119.66,TX
152,9,35616,0.7,46.84,133.32,TX
153,0,178,2,157.8,9.55,TX
154,18,35299,2.3,172.8,119.66,OK
155,11,64935,4.8,351.88,486.54,FL
156,13,26224,4.1,261.51,119.66,FL
157,11,23614,1.6,140.21,119.66,MN
158,12,42660,0.7,37.8,126.04,MO
159,14,50039,1.1,71.61,160.19,OH
160,16,17156,4.2,372.54,128.21,IL
161,7,24984,4.8,310.24,119.66,TX
162,9,40878,8.6,425.87,1004.68,AR
163,3,15975,1.3,99.14,8.11,NY
164,9,27850,3.3,231,175.46,OH
165,14,25922,1.5,121.01,201.7,PA
166,13,27483,0.7,42.98,128.21,GA
167,5,33287,3.8,243.2,119.66,FL
168,15,45045,1,59.62,119.66,NC
169,7,15843,10.2,519.81,169.34,TN
170,18,31253,3.4,287.08,119.66,CO
171,19,32189,5.2,418.74,175.46,AZ
172,5,24654,2.5,175.56,119.66,LA
173,1,5512,1.6,106.44,119.66,TN
174,9,30053,3.6,304.42,119.66,CA
175,8,75554,4.3,273.34,128.21,GA
176,8,4287,3,222.59,404.78,FL
177,4,5365,2.2,128.01,118.47,MI
178,10,17204,1.2,78.92,137.55,TX
179,1,2402,4.1,334.18,203.14,CO
180,8,23937,5.2,317,261.94,TX
181,11,29004,0.9,51.45,119.66,TN
182,11,31319,1.1,90.72,0,CT
183,2,2943,5.9,359.66,119.66,TX
184,6,8096,9.2,957.81,149.45,CA
185,12,27223,2.6,208,119.66,MO
186,14,28145,0.8,50.19,128.21,IL
187,17,29406,4,293.21,175.46,LA
188,9,11418,5,376.64,206.14,FL
189,12,45366,6.9,529.27,175.46,TX
190,19,24244,1.6,125.48,0,MN
191,18,43203,8.5,526.15,207.87,TN
192,8,32021,7.4,575.72,317.72,TX
193,3,3526,3.2,233.57,119.66,LA
194,15,65090,2.9,188.99,175.46,TX
195,0,362,5,340.5,118.36,OH
196,9,50146,1.7,117.47,119.66,MI
197,10,55273,2.1,145.11,175.46,MI
198,8,51431,2.1,165.91,119.66,OR
199,2,4406,5.6,421.28,188,GA
200,16,28085,1.1,92.87,0,CA
201,12,21189,1.3,105.64,119.66,CA
202,10,16189,4.4,294.8,119.66,TX
203,3,12841,0,0,0,SC
204,11,19143,5.5,470.71,259.76,CA
205,13,38255,9,628.93,421.41,OR
206,14,35191,1.5,118.51,175.46,MO
207,7,19740,9,655.2,905.76,TX
208,11,7729,1.6,116.17,119.66,OH
209,16,49572,1,50.4,284.02,MT
210,11,27623,1.7,117.91,206.14,LA
211,1,850,2.6,146.14,400.38,TX
212,20,33874,2.4,194.63,119.66,FL
213,14,21610,3.5,171.56,119.66,OH
214,6,9419,0,0,0,VA
215,11,16760,0.9,61.2,119.66,TX
216,17,37918,3.3,224.09,128.21,IN
217,13,6321,4.2,413.68,161.96,NJ
218,15,13369,3.8,308.16,596.59,CA
219,9,28141,4.9,382.77,369.16,TX
220,14,19928,2.9,214.85,175.46,TN
221,15,35989,12.3,863.7,433.77,TX
222,7,23570,0.8,58.75,175.46,NC
223,10,28399,0.7,54.53,123.72,NY
224,4,23172,6.9,394.11,1255.49,TX
225,17,38149,14.6,885.34,2800.19,GA
226,19,17879,1.7,121.2,175.46,FL
227,8,8847,2.8,203.35,119.66,ID
228,20,44797,1.4,103.78,128.21,IL
229,8,51948,6.4,407.57,718.72,NC
230,8,9085,1,67.7,119.66,OH
231,8,12276,4.9,292.89,119.66,TX
232,13,67446,5,386.97,471.7,TX
233,21,7465,2.6,193.11,119.66,CO
234,17,5988,3.6,227.88,119.66,AZ
235,18,11251,4.3,273.34,128.21,GA
236,3,2921,8.7,530.27,118.36,TX
237,12,42810,2.3,172.85,127.11,FL
238,11,17437,1.2,83.11,175.46,KY
239,3,7476,1.9,118.6,118.36,KS
240,7,20895,6.8,533.37,235.66,CO
241,4,40281,0.2,11.84,128.21,GA
242,12,26527,3.3,223.46,119.66,TX
243,5,16420,0.5,28.5,119.66,MI
244,4,21607,0,0,0,AL
245,12,11700,1.4,99.91,128.21,IN
246,19,45544,5.6,410.9,181.93,TX
247,0,641,0.7,48.55,119.66,LA
248,18,65844,5,387.81,119.66,FL
249,1,277,5,321.05,0,FL
250,14,14911,2.6,160.25,119.66,NC
251,18,17895,3.1,230.67,119.66,FL
252,0,11,2.4,204.15,0,CA
253,1,NA,1.4,89.89,119.66,FL
254,7,NA,1.7,117.99,128.21,IN
255,20,NA,5.4,405.7,1218.63,NC
256,10,NA,1.3,94.51,128.21,GA
257,11,62086,0,0,0,TX
258,7,25622,2.4,168.55,175.46,LA
259,7,64157,1.1,86.32,119.66,CA
260,14,16749,2.6,203.84,128.21,GA
261,11,25054,2.3,164.61,119.66,TX
262,12,31716,2.3,196.62,119.66,CA
263,10,57945,1,72.7,220.87,GA
264,3,8622,5.5,335.29,175.46,TX
265,12,31558,2.9,230.27,175.46,TX
266,18,3,3.6,234.74,119.66,FL
267,14,98508,2.1,137.91,175.46,NC
268,6,5304,5.3,453.59,119.66,CA
269,13,20042,2.1,139.86,0,TX
270,6,21675,1.2,81.84,119.66,CO
271,2,1705,1.4,109.58,128.21,GA
272,15,51924,1.3,105.13,119.66,CA
273,11,30027,3.3,200.85,259.76,OH
274,4,25296,1.3,89.81,128.21,IN
275,10,15222,1,74.43,119.66,NM
276,17,23061,5.3,453.59,119.66,CA
277,11,19090,4,268,119.66,TX
278,16,41237,2.5,143.48,119.66,SC
279,4,7057,2.6,173.4,175.46,TX
280,16,37799,4.8,337.9,119.66,TX
281,6,4621,2.6,179.4,119.66,CO
282,0,168,1.3,82.55,119.66,OK
283,8,20506,10.8,722,322.18,TX
284,14,24921,5,315.67,119.66,TX
285,18,34699,1.3,96.46,175.46,FL
286,8,32410,1.9,142.63,121.1,TX
287,5,49015,4.8,343.76,206.14,FL
288,5,5403,5.6,401.06,119.66,FL
289,1,4381,0.9,55.32,118.36,LA
290,8,22502,0.7,45.64,150.74,MO
291,12,31010,6.5,448.46,500.79,TX
292,17,68641,4.3,305.3,425.6,TX
293,16,26695,4.4,327.73,215.84,TX
294,12,26454,2.7,172.07,261.94,FL
295,19,51918,1,75.49,119.66,TX
296,8,18532,6.3,384.05,374.03,TX
297,3,6080,1.4,100.65,118.36,TX
298,11,18302,3.8,261.93,322.18,TN
299,16,63217,1.5,99.3,119.66,TX
300,2,8228,2,148.02,119.66,LA
301,1,1047,1.3,83.57,117.18,AR
302,14,22647,1,81.39,119.66,CA
303,0,337,0.8,46.55,119.66,AR
304,15,30746,1.3,106.35,175.46,AZ
305,13,17185,1.9,141.77,192.71,MS
306,17,29830,2.2,158.43,119.66,TX
307,12,37841,4.4,315.95,175.46,TX
308,15,27918,8.6,541.01,1074.62,TN
309,13,20516,0,0,0,CA
310,13,39798,0,0,0,TX
311,8,2076,13.1,1121.1,1351.46,CA
312,1,356,0.2,13.41,0,AL
313,9,14660,3.2,316.85,119.66,CA
314,7,19274,3.7,292.33,119.66,MO
315,7,9503,1.4,104.07,175.46,MA
316,5,6696,2.5,169.29,119.66,TX
317,14,32713,0.7,60.96,140.45,CA
318,14,35138,3.7,259.97,175.46,TX
319,13,11612,0.2,14.4,1.86,CA
320,0,35,0.6,45.42,0,OR
321,12,18158,3.5,245.59,119.66,SC
322,15,48945,1.9,123.88,119.66,MO
323,14,18453,0,0,0,MD
324,18,18453,0.5,39.25,119.66,MD
325,10,36663,3.5,240.86,119.66,TX
326,12,15530,5.6,399.58,214.89,IN
327,10,18179,0.8,60.61,118.47,CA
328,7,10320,1.4,99.78,206.14,WY
329,3,9111,4.8,307.2,119.66,FL
330,8,6074,4.3,282.75,0,SC
331,3,13540,6.2,492.17,0,SC
332,21,10012,4.9,419.31,175.46,CA
333,8,10923,3.1,231.98,119.66,AZ
334,19,23786,2.1,149.59,0,CA
335,16,25313,7.5,622.72,183.16,NV
336,7,18048,1.8,140.45,206.14,CA
337,11,13800,2.3,153.78,119.66,VT
338,17,35596,1.5,115.89,119.66,OR
339,1,1512,4.4,276.9,119.66,FL
340,12,11976,2.5,205,119.66,NM
341,10,23054,2.9,196.38,206.14,TX
342,14,10870,2.9,175.44,119.66,NY
343,10,17464,3.7,236.8,119.66,OR
344,10,29248,3,274.62,119.66,AK
345,8,25478,3,208.41,0,PA
346,1,1214,0.7,53.39,25.72,MD
347,12,16814,4,274,322.18,KY
348,10,31348,2.1,135.3,119.66,PA
349,12,28365,7.9,665.73,238.26,AZ
350,10,8660,2.1,134.22,119.66,NY
351,11,31050,3.6,302.4,175.46,MO
352,16,48424,7.7,564.04,179.79,OR
353,14,27284,4.6,356.62,119.66,MI
354,21,30855,3.7,311.75,119.66,AZ
355,8,15194,1.7,122.4,175.46,TX
356,4,8123,2.1,133.96,174.27,ID
357,9,26712,5.9,444.11,206.14,TX
358,20,14469,1,81.17,119.66,CA
359,0,82,3.3,213.15,119.66,TX
360,12,27035,2.1,152.51,119.66,ID
361,1,221,1.6,114.57,118.36,FL
362,11,45077,1.2,93.82,119.66,WA
363,17,63821,1.6,125.1,175.46,WA
364,12,32601,4.9,379.79,119.66,AZ
365,11,14304,1.6,105.66,119.66,MA
366,7,7102,2.1,143.34,119.66,SC
367,21,35892,2.1,153.94,119.66,FL
368,10,13190,2.8,189.61,119.66,TX
369,10,11788,1.9,153.26,119.66,CA
370,14,34456,0.6,45.82,119.66,CA
371,12,46312,9.6,717.12,997.84,MI
372,5,1133,4.4,381.46,206.14,CA
373,7,29009,4.7,249.87,404.78,PA
374,14,48876,4.8,278.4,181.21,NE
375,0,15,1.9,199.45,119.66,CA
376,7,15204,4.5,331.54,119.66,TX
377,15,27839,3,231.02,119.66,TX
378,8,22841,4.8,378.72,204.94,TX
379,8,35190,5.4,406.23,128.21,IN
380,7,12132,3.4,283.32,175.46,CO
381,4,5780,3.5,259.12,174.27,CA
382,15,51018,1.8,119.16,121.54,TX
383,19,29278,1.7,116.45,119.66,OR
384,9,16767,4.3,360.7,322.18,CA
385,18,40880,5.9,521.07,119.66,CO
386,17,72566,9.5,527.75,896.81,NE
387,16,24324,1.3,99.06,272.34,ID
388,20,49860,6.7,533.99,175.46,TX
389,3,3416,2.9,200.32,119.66,FL
390,1,615,2.6,192.92,175.46,FL
391,4,6822,3.1,220.06,119.66,WA
392,11,10401,3.4,246.93,119.66,ID
393,5,6021,2.7,199.04,369.16,CA
394,13,23472,0.8,53.04,119.66,NV
395,0,10,3.6,308.47,117.18,CA
396,12,6724,6.7,529.02,119.66,OR
397,22,55262,4.1,306.8,119.66,FL
398,18,18543,3,232.58,119.66,AZ
399,3,8370,5.1,400.66,118.47,AZ
400,1,2361,3.6,272.25,322.91,TX
401,5,15683,0.8,45.87,119.66,KS
402,1,1336,3.6,284.42,175.46,MO
403,7,6136,2,216.77,175.46,CA
404,7,12882,1.7,108.57,119.66,FL
405,2,2158,4.3,298.39,119.66,FL
406,5,3377,3.3,255.09,119.66,UT
407,1,218,3.4,266.13,119.66,AZ
408,12,14282,0.9,72.57,119.66,OR
409,2,1591,3.2,253.86,175.46,CA
410,20,55590,1.8,121.32,175.46,TX
411,20,40360,1.4,223.7,119.66,MO
412,11,14742,3.7,243.3,231.76,WI
413,7,3618,3.4,229.07,175.45,OR
414,0,56,3.8,253.08,119.66,TX
415,21,46519,2.1,166.75,175.46,TX
416,6,13923,3,200.07,119.66,FL
417,23,66848,1.3,107.36,128.21,GA
418,2,5240,1.3,79.86,118.36,NM
419,11,19585,1.2,91.64,55.8,CA
420,6,8036,1.7,125.32,0,CA
421,7,8669,2.6,191.67,119.66,CA
422,8,19080,7.5,628.55,1219.02,CA
423,5,7200,5.4,519.13,175.46,NY
424,14,28782,0.2,16.6,119.66,UT
425,0,7,2.9,226.99,345.2,GA
426,16,8583,1,68.5,119.66,TX
427,8,19618,0.7,56.88,164.08,CO
428,8,17917,1,75.13,119.66,CT
429,5,19424,1.2,54.5,175.46,ND
430,0,50,2.3,186.3,121.52,MA
431,3,6235,1,75.41,119.66,TX
432,11,17197,2,139.97,236.65,PA
433,21,43308,3.7,237.4,357.02,NC
434,11,20746,6.7,512.59,178.26,FL
435,9,19296,1.7,133.33,175.46,MN
436,3,3173,1.8,136.26,119.66,MN
437,7,15869,6.7,395.41,128.21,GA
438,12,35817,5.9,440.37,175.46,FL
439,22,26785,2.7,190.6,119.66,TX
440,18,14262,8.1,591.59,284.02,AZ
441,14,13371,3.6,388.56,119.66,CA
442,0,116,1.3,92.3,119.66,TX
443,10,31748,3.7,295.21,325.88,MI
444,8,9364,2.4,198.87,206.14,CA
445,6,6200,4.8,310.24,119.66,TX
446,6,17624,2.4,198.38,119.66,MA
447,14,16262,1.8,112.85,119.66,MO
448,4,5954,1.3,119,119.66,AK
449,0,213,4.6,334.54,118.47,TX
450,9,29453,2,156.72,128.21,GA
451,2,2133,4.3,331.61,119.66,WA
452,2,4096,2,158.73,119.66,MN
453,12,35257,9,666.56,77.16,AL
454,3,15493,1.3,78.73,119.66,TX
455,16,75392,1.6,100.36,119.66,TX
456,4,16251,1.9,128.37,213.84,TX
457,13,38479,2.9,199.28,119.66,FL
458,18,66417,3.5,220.5,175.46,KS
459,11,19780,0.7,55.52,127.6,NV
460,10,7890,4.9,358.84,128.21,GA
461,7,26245,0.7,56.76,132.89,NM
462,19,43649,0.9,67.32,119.66,MI
463,15,34520,2.8,200.58,119.66,MI
464,7,15000,6.1,444.47,213.35,FL
465,4,8122,2.5,155.65,175.46,MI
466,10,47357,4.9,319.51,156.01,TX
467,13,4120,1.9,169.26,119.66,CA
468,14,24600,4.2,284.41,282.68,TX
469,21,18879,3,214.98,284.02,MI
470,0,17,0.7,56.46,158.6,NJ
471,4,3776,4.3,303.15,119.66,AZ
472,11,9890,1.6,150.66,119.66,HI
473,22,35407,3.6,280.8,175.46,OH
474,16,41944,4.7,278.36,119.66,TX
475,8,26646,2.5,217.71,119.66,MN
476,22,40606,5,387.81,175.46,FL
477,1,238,4.8,336.45,172.38,OH
478,10,30068,7.4,525.4,956.62,TX
479,11,5993,2.9,224.17,119.66,UT
480,1,357,0,0,0,NH
481,12,36051,1.7,116.12,119.66,VA
482,1,398,3.4,254.53,119.66,TX
483,3,5867,1.5,72.85,128.21,GA
484,9,18143,4.9,382.77,370.5,TX
485,8,16333,3.1,204.89,57.55,ID
486,12,14719,4.2,319.88,119.66,ID
487,5,18760,1.5,120.31,206.14,CA
488,18,31342,0.2,16.11,119.66,AZ
489,8,25421,3,232.53,119.66,AZ
490,9,18101,4.4,319.07,119.66,ND
491,12,21881,5.8,496.38,119.66,CA
492,9,29279,2.7,216,55.8,MO
493,6,7726,2.3,142.6,175.46,OH
494,20,28602,1.8,127.25,280.66,IL
495,12,47936,4.8,357.52,119.66,TX
496,11,63003,1.8,139.17,119.66,MN
497,1,140,1.6,104.16,119.66,TX
498,4,3813,2.1,140.06,142.98,TX
499,12,45196,1.9,140.82,119.66,UT
500,11,22278,5.2,396.39,119.66,TX
501,7,6904,1.6,105.07,119.66,NC
502,12,32280,0.9,53.76,178.07,AL
503,11,14260,3,233.4,284.02,TX
504,11,20632,1.8,167.6,119.66,NJ
505,12,40558,1.1,56.4,119.66,FL
506,5,10664,2.4,175.49,119.66,OH
507,9,5992,2.9,224.17,119.66,UT
508,9,17000,0,0,0,UT
509,13,3900,0.7,55.65,119.66,CA
510,2,3958,4,240.53,227.11,GA
511,16,48600,2.1,132.96,128.21,IL
512,14,20646,9.5,744.37,489.52,MN
513,6,1766,2.7,211.96,119.66,WA
514,21,78534,5.7,418.92,175.46,TX
515,1,713,3.1,224.93,119.66,SD
516,9,14231,4.9,273.91,175.46,MN
517,1,822,3.8,257.13,125.42,MN
518,11,31211,3.7,266.09,119.66,NM
519,10,25156,0.9,65.93,119.66,OR
520,11,7521,4.6,366.28,119.66,UT
521,11,7626,4.8,382.21,329.42,UT
522,14,43328,3,253.5,322.18,MD
523,10,24236,2.3,204.47,175.46,AK
524,2,925,0.8,71.03,119.66,MN
525,2,3937,3,222.59,119.66,FL
526,15,74900,2.8,235.2,175.46,MO
527,13,20797,4.4,294.8,119.66,TX
528,7,12350,9,598.69,0,FL
529,11,34285,1.8,272.3,119.66,TX
530,7,9208,1.5,101.36,8.55,MT
531,13,36030,4.7,393.67,206.14,CO
532,15,59516,0.8,60.16,123.38,OH
533,6,16485,1.9,142.14,119.66,FL
534,19,62226,0,0,0,WA
535,9,27250,1.6,134.13,119.66,UT
536,9,27250,3.4,285.03,175.46,UT
537,16,48822,3.5,271.19,175.46,TX
538,7,12942,2,161.66,175.45,CA
539,16,27850,3.2,166.4,119.66,NE
540,4,5201,4.3,303.51,460.58,AZ
541,14,34000,2.4,193.59,123.38,MI
542,3,6442,1.5,120.31,206.14,CA
543,21,66801,4.8,385.96,175.46,TX
544,12,14012,5.7,477.87,119.66,CA
545,6,15895,1.9,151.97,175.46,CA
546,12,4835,1.5,140.03,119.66,CA
547,21,52983,1,79.7,175.46,LA
